Run Number, Postgres Bulk, Mysql Batch,customer,lineitem,nation,orders,part,partsupp,region,supplier,Total Elapsed
0,10000,1000,4.311149835586548,354.5515296459198,0.005342721939086914,59.45946502685547,5.539100646972656,15.600538730621338,0.004494905471801758,0.2445971965789795,439.719363451004
1,10000,1000,4.298898220062256,341.11524724960327,0.005413055419921875,67.54113578796387,6.8357017040252686,15.382255554199219,0.004832744598388672,0.24449801445007324,435.4413466453552
0,10000,5000,4.39906120300293,344.4491853713989,0.005110263824462891,68.35433840751648,8.27094030380249,15.611544370651245,0.004698753356933594,0.24658989906311035,441.3442373275757
1,10000,5000,4.319835662841797,338.08316254615784,0.004969358444213867,66.69962811470032,7.09600305557251,15.51698899269104,0.004887580871582031,0.25058841705322266,432.17330408096313
0,10000,10000,10.445983648300171,338.69848561286926,0.004300355911254883,62.71540021896362,8.598736047744751,17.55025339126587,0.005356311798095703,0.35539746284484863,438.37682485580444
1,10000,10000,4.372621059417725,347.5375771522522,0.005876302719116211,65.69149255752563,5.663835525512695,18.779772758483887,0.00476527214050293,0.35910892486572266,442.4302649497986
0,10000,20000,4.8993284702301025,349.6979908943176,0.0059795379638671875,70.2903242111206,5.764617681503296,16.45572829246521,0.005105257034301758,0.2499072551727295,447.37192702293396
1,10000,20000,4.466155529022217,349.3917899131775,0.005484342575073242,70.4653434753418,5.819922208786011,20.702068090438843,0.005201578140258789,0.24999451637268066,451.1088523864746
0,10000,50000,4.8912131786346436,382.2997965812683,0.005678653717041016,52.17561483383179,6.645029306411743,18.612303733825684,0.004982948303222656,0.25069189071655273,464.88847756385803
1,10000,50000,4.8812150955200195,366.9463906288147,0.0042057037353515625,79.67436385154724,19.856504917144775,23.78935432434082,0.005216360092163086,0.24579715728759766,495.5595302581787
0,10000,100000,5.341728687286377,406.60148572921753,0.005536079406738281,86.6425666809082,8.596764087677002,36.46638560295105,0.004893064498901367,0.24746298789978027,543.9094636440277
1,10000,100000,5.404281139373779,404.5277044773102,0.005952596664428711,86.1560447216034,7.480345726013184,25.02881956100464,0.005585193634033203,0.3576972484588623,528.969545841217
0,20000,1000,4.371384859085083,347.68340611457825,0.005105733871459961,60.006460189819336,5.617157936096191,34.1282377243042,0.004822731018066406,0.242354154586792,452.06225180625916
1,20000,1000,4.4423828125,334.7935450077057,0.0049474239349365234,78.25522971153259,6.711933851242065,18.230722188949585,0.005440473556518555,0.2401111125946045,442.6872704029083
0,20000,5000,4.410904407501221,363.49684858322144,0.005321502685546875,59.87102246284485,6.741022825241089,15.586182117462158,0.004142284393310547,0.26496100425720215,450.38327050209045
1,20000,5000,4.4835638999938965,365.02955079078674,0.0046842098236083984,47.98147416114807,17.749377250671387,24.87756609916687,0.00424647331237793,0.24262070655822754,460.37620973587036
0,20000,10000,4.640254974365234,371.1261694431305,0.004871368408203125,49.57482647895813,6.045717477798462,29.720833778381348,0.004828691482543945,0.2463703155517578,461.3685851097107
1,20000,10000,4.297791242599487,335.8039860725403,0.004492044448852539,50.05421257019043,5.676471710205078,15.908042192459106,0.0048139095306396484,0.2553386688232422,412.0080499649048
0,20000,20000,4.483276128768921,338.0147249698639,0.423764705657959,50.365588665008545,5.778450965881348,16.884116411209106,0.004766225814819336,0.24670052528381348,416.20460081100464
1,20000,20000,4.785687446594238,343.8707857131958,0.005486011505126953,49.261300563812256,5.820890426635742,16.366299152374268,0.0045185089111328125,0.25142431259155273,420.3697826862335
0,20000,50000,4.839970350265503,357.31440806388855,0.09113001823425293,64.70545935630798,6.208942174911499,22.67888903617859,0.004946231842041016,0.24541854858398438,456.0923135280609
1,20000,50000,5.046231746673584,358.67835426330566,0.3907344341278076,63.51282262802124,6.234067916870117,54.50441002845764,0.004794120788574219,0.24547696113586426,488.62824988365173
0,20000,100000,5.270281553268433,406.1207070350647,0.005626678466796875,61.66269636154175,7.340605735778809,42.5235493183136,0.005176067352294922,0.24919438362121582,523.1807799339294
1,20000,100000,5.228589773178101,401.6029305458069,0.08222651481628418,57.73648381233215,38.472087383270264,23.78715682029724,0.005249738693237305,0.24845337867736816,527.1935493946075
0,50000,1000,4.19814658164978,408.7516198158264,0.004429817199707031,50.28458213806152,5.510053873062134,16.36320400238037,0.00421595573425293,0.333590030670166,485.45262837409973
1,50000,1000,4.468681573867798,335.67520546913147,0.005386829376220703,59.00152325630188,5.422806978225708,15.04640793800354,0.004638195037841797,0.2457752227783203,419.8734154701233
0,50000,5000,4.310906171798706,331.612642288208,0.005595207214355469,66.03780913352966,7.705667018890381,15.67943549156189,0.005042076110839844,0.24793100357055664,425.6083846092224
1,50000,5000,4.24245548248291,347.6174569129944,0.013097763061523438,46.953083515167236,5.60257887840271,26.819918870925903,0.006767749786376953,0.2578873634338379,431.5165250301361
0,50000,10000,4.278921365737915,344.4700438976288,0.005449533462524414,52.21802067756653,6.98493218421936,28.557111263275146,0.005227565765380859,0.24696779251098633,436.76978945732117
1,50000,10000,4.303033113479614,342.257449388504,0.005079507827758789,65.75364470481873,11.622656345367432,30.336501121520996,0.004133939743041992,0.250089168548584,454.53533840179443
0,50000,20000,4.360844373703003,365.2123820781708,0.11051201820373535,47.79544401168823,6.230273723602295,18.425820112228394,0.004152536392211914,0.2517683506011963,442.3942244052887
1,50000,20000,13.755438804626465,336.24803400039673,0.005606651306152344,54.71749687194824,5.679255723953247,16.38010811805725,0.00563359260559082,0.2550389766693115,427.0586860179901
0,50000,50000,4.961402177810669,352.0845878124237,0.005774497985839844,54.45534372329712,6.25339150428772,18.32776713371277,0.005514383316040039,0.25386881828308105,436.3512260913849
1,50000,50000,4.750485181808472,355.2209312915802,0.004862785339355469,68.95282196998596,11.487398386001587,26.36895489692688,0.005585193634033203,0.2529261112213135,467.3649137020111
0,50000,100000,5.286706209182739,388.9706325531006,0.004833698272705078,57.989269733428955,8.416309833526611,46.983620405197144,0.0053861141204833984,0.25196361541748047,507.9119381904602
1,50000,100000,5.202962636947632,395.71382665634155,0.005026817321777344,63.939427614212036,7.128462314605713,24.777480602264404,0.005301952362060547,0.24805569648742676,497.02374625205994
0,100000,1000,4.190320730209351,342.7892735004425,0.005164146423339844,46.09291958808899,15.762619495391846,21.887328624725342,0.005188703536987305,0.24097084999084473,430.99220156669617
1,100000,1000,4.18602442741394,330.4804062843323,0.004888296127319336,46.561190128326416,5.940600156784058,20.888123035430908,0.006617069244384766,0.27225780487060547,408.3428843021393
0,100000,5000,4.222839117050171,326.55506777763367,0.004884481430053711,59.12061095237732,5.4859044551849365,17.432657480239868,0.00549769401550293,0.2445991039276123,413.07540822029114
1,100000,5000,4.545140981674194,336.3054447174072,0.005748748779296875,73.64537239074707,5.416496515274048,15.823687314987183,0.004930973052978516,0.24309468269348145,435.99336552619934
0,100000,10000,4.336824417114258,340.699191570282,0.006149768829345703,47.84388995170593,5.980788230895996,36.26315879821777,0.004554033279418945,0.24832534790039062,435.3862736225128
1,100000,10000,4.604369401931763,352.772741317749,0.005486965179443359,48.16194462776184,6.302469968795776,46.160638093948364,0.0045013427734375,0.3580915927886963,458.3734493255615
0,100000,20000,4.712215900421143,336.6235237121582,0.04175710678100586,47.064356565475464,13.130066871643066,33.28757691383362,0.0041255950927734375,0.25079917907714844,435.11768889427185
1,100000,20000,4.3554487228393555,344.5637278556824,0.005091428756713867,51.09623122215271,6.280784845352173,30.51128649711609,0.005135774612426758,0.24585890769958496,437.0666239261627
0,100000,50000,4.74397611618042,371.295307636261,0.005755186080932617,51.49427247047424,7.047165155410767,47.78826308250427,0.0053365230560302734,0.24638581275939941,482.6296019554138
1,100000,50000,5.220015287399292,358.5277943611145,0.00514531135559082,68.3473174571991,6.1723198890686035,32.785802364349365,0.005125999450683594,0.24840879440307617,471.3152508735657
0,100000,100000,5.2445807456970215,385.8927297592163,0.005265474319458008,70.83441257476807,14.391268253326416,27.398682355880737,0.005460262298583984,0.24828386306762695,504.023962020874
1,100000,100000,5.212293863296509,399.38961482048035,0.005146503448486328,57.46403217315674,8.204044818878174,39.46494197845459,0.005207538604736328,0.24855470657348633,509.9968538284302
