Run Number, Postgres Bulk, Mysql Batch,customer,lineitem,nation,orders,part,partsupp,region,supplier,Total Elapsed
0,1000,1000,4.7241809368133545,367.565092086792,0.005187034606933594,73.48148512840271,5.927475929260254,21.618692874908447,0.004857063293457031,0.2646193504333496,473.61411023139954
1,1000,1000,5.424420356750488,367.4242241382599,0.004367828369140625,68.09697151184082,8.287076234817505,17.220324754714966,0.004193305969238281,0.26525068283081055,466.7295472621918
2,1000,1000,4.995562314987183,364.9188542366028,0.00466609001159668,73.01371335983276,6.073660612106323,17.130742073059082,0.0050356388092041016,0.2671089172363281,466.4119601249695
3,1000,1000,4.6679511070251465,391.3089098930359,0.006267070770263672,48.88589382171631,10.833069324493408,33.21930193901062,0.004363059997558594,0.26413989067077637,489.1927661895752
4,1000,1000,5.063066482543945,387.5482132434845,0.00452113151550293,79.50724530220032,10.209736585617065,19.141979217529297,0.004740476608276367,0.2681851387023926,501.7502930164337
0,1000,5000,5.112596035003662,387.89770460128784,0.005213260650634766,66.02855086326599,19.463326692581177,17.430153131484985,0.03011608123779297,0.27147793769836426,496.24609303474426
1,1000,5000,4.671982526779175,395.5691123008728,0.0052602291107177734,75.78552889823914,16.219727039337158,21.30285930633545,0.005068778991699219,0.3782687187194824,513.940521478653
2,1000,5000,5.370663166046143,378.49962544441223,0.004895687103271484,56.5640811920166,6.031627655029297,35.349831104278564,0.005414247512817383,0.29678964614868164,482.12561535835266
3,1000,5000,5.1390299797058105,376.4007873535156,0.004472970962524414,67.74926233291626,6.7644431591033936,23.200270175933838,0.004907369613647461,0.26752519607543945,479.53340435028076
4,1000,5000,4.688035249710083,377.07492542266846,0.005057573318481445,66.20077753067017,6.0472211837768555,53.79152154922485,0.0048694610595703125,0.2672395706176758,508.0822494029999
0,1000,10000,5.265050411224365,379.4898564815521,0.005052089691162109,73.57754421234131,6.096850156784058,19.501542329788208,0.006079673767089844,0.38581204414367676,484.33044695854187
1,1000,10000,5.222254753112793,395.7571032047272,0.005330085754394531,56.56617617607117,7.100540637969971,43.124966859817505,0.004450082778930664,0.3885619640350342,508.17223715782166
2,1000,10000,5.057953834533691,391.56523966789246,0.006577014923095703,65.42609930038452,13.354007482528687,43.82275938987732,0.004194974899291992,0.2720184326171875,519.5114648342133
3,1000,10000,5.107084035873413,389.9475827217102,0.004950046539306641,73.17606115341187,8.770468473434448,21.438068628311157,0.005105733871459961,0.36820411682128906,498.82044863700867
4,1000,10000,5.463200569152832,396.90945410728455,0.005057096481323242,73.9129478931427,12.220927715301514,29.74154043197632,0.005321025848388672,0.3059041500091553,518.5669770240784
0,1000,20000,4.825243711471558,389.86446237564087,0.005516529083251953,66.63212037086487,6.268358469009399,53.78307557106018,0.004937648773193359,0.27124714851379395,521.6579222679138
1,1000,20000,4.816791534423828,392.52683091163635,0.0045740604400634766,80.42015767097473,6.304157495498657,26.87381148338318,0.0049762725830078125,0.3048737049102783,511.258770942688
2,1000,20000,4.837403774261475,370.7223529815674,0.004885435104370117,78.50582194328308,7.947887659072876,22.430434226989746,0.004211902618408203,0.2719724178314209,484.72780299186707
3,1000,20000,5.210572957992554,426.43673181533813,0.005208492279052734,55.88060545921326,6.252076148986816,34.80738353729248,0.0047037601470947266,0.2701399326324463,528.8702001571655
4,1000,20000,4.805469989776611,422.52011728286743,0.004438638687133789,70.7930805683136,6.679697275161743,19.433206796646118,0.004943370819091797,0.2705216407775879,524.5141808986664
0,1000,50000,5.183004140853882,414.9654417037964,0.01091146469116211,64.4189682006836,6.735108137130737,23.128926753997803,0.0052874088287353516,0.27101588249206543,514.7218434810638
1,1000,50000,5.763307332992554,446.1437427997589,0.005987644195556641,67.07545375823975,16.530848264694214,33.78562068939209,0.005631446838378906,0.2985668182373047,569.6117532253265
2,1000,50000,5.200425863265991,405.8745148181915,0.0053484439849853516,83.76464343070984,6.796902179718018,41.46651315689087,0.004922628402709961,0.27222657203674316,543.3883781433105
3,1000,50000,5.658587217330933,400.8229305744171,0.004580259323120117,88.47193026542664,14.44483232498169,23.29432511329651,0.004671335220336914,0.27042675018310547,532.9750447273254
4,1000,50000,5.616194009780884,399.01414227485657,0.005173444747924805,75.80483150482178,9.509115219116211,22.894531726837158,0.004762887954711914,0.3821249008178711,513.2334489822388
0,1000,100000,6.175320863723755,443.9355978965759,0.005190134048461914,80.96656942367554,7.786747694015503,24.834306478500366,0.004165172576904297,0.38150501251220703,564.0920562744141
1,1000,100000,6.2350239753723145,439.51065015792847,0.005154848098754883,63.846741914749146,21.334537982940674,55.886497259140015,0.004953861236572266,0.3121039867401123,587.1381754875183
2,1000,100000,5.672753095626831,433.16240429878235,0.0049779415130615234,75.14627242088318,7.620696544647217,26.804030656814575,0.004566192626953125,0.27440643310546875,548.6928055286407
3,1000,100000,5.767851829528809,415.3232629299164,0.004842042922973633,87.11168003082275,18.41132950782776,24.988674879074097,0.0042035579681396484,0.2727522850036621,551.8871805667877
4,1000,100000,16.000676155090332,464.3508596420288,0.004416704177856445,67.94910669326782,8.29465913772583,45.19215440750122,0.0047914981842041016,0.2720217704772949,602.0713655948639
0,5000,1000,10.334053039550781,364.9343659877777,0.0146331787109375,50.83375358581543,5.910507678985596,20.05980610847473,0.0054721832275390625,0.29181647300720215,452.38725781440735
