Run Number, Postgres Bulk, Mysql Batch,customer,lineitem,nation,orders,part,partsupp,region,supplier,Total Elapsed
0,10000,1000,5.5583343505859375,345.7798194885254,0.00530552864074707,74.52190661430359,26.534632682800293,15.341978788375854,0.004660844802856445,0.24581456184387207,467.9956057071686
1,10000,1000,4.261086463928223,353.1830427646637,0.008302927017211914,59.62758016586304,5.551922082901001,18.117923259735107,0.004946708679199219,0.3623518943786621,441.1199355125427
0,10000,5000,8.680511951446533,346.9070055484772,0.005167245864868164,67.68780136108398,5.595780611038208,31.768686056137085,0.004961967468261719,0.2509176731109619,460.9037199020386
1,10000,5000,4.296043395996094,337.38918113708496,0.005252361297607422,58.287527561187744,8.978200435638428,24.04698610305786,0.0040323734283447266,0.24659156799316406,433.2988271713257
0,10000,10000,4.423274517059326,358.43440794944763,0.005785942077636719,78.27154874801636,5.680369138717651,16.246193647384644,0.004577159881591797,0.24931907653808594,463.3184976577759
1,10000,10000,10.903714418411255,357.4806513786316,0.005423545837402344,64.91672682762146,5.748656272888184,38.84739017486572,0.004466056823730469,0.25217342376708984,478.2020962238312
0,10000,20000,4.474401235580444,368.95240473747253,0.00723576545715332,61.41044497489929,13.904515981674194,43.111921548843384,0.6624314785003662,0.9843623638153076,493.6285607814789
1,10000,20000,4.48811149597168,366.82746601104736,0.045380592346191406,53.746726989746094,14.271223068237305,54.966792821884155,0.005465507507324219,0.28162384033203125,495.0088384151459
0,10000,50000,5.310135126113892,369.17242455482483,0.11338543891906738,60.031641244888306,8.524301052093506,18.598352670669556,0.00468134880065918,0.248823881149292,462.0072283744812
1,10000,50000,5.200092554092407,378.9328200817108,0.005655527114868164,56.5214900970459,7.188320159912109,20.74185824394226,0.0043752193450927734,0.36275768280029297,468.96067810058594
0,10000,100000,5.707220077514648,408.6620330810547,0.005156040191650391,81.09128379821777,15.689758062362671,23.01417303085327,0.005048513412475586,0.2490854263305664,534.4266383647919
1,10000,100000,5.296394109725952,407.60973477363586,0.006012678146362305,71.94905161857605,7.39037823677063,22.179203033447266,0.004248142242431641,0.35761189460754395,514.7958199977875
0,20000,1000,5.711951017379761,341.73749685287476,0.005198001861572266,65.46240520477295,5.449362754821777,15.17174482345581,0.0048906803131103516,0.24260497093200684,433.788761138916
1,20000,1000,4.231397390365601,334.31934881210327,0.005098819732666016,55.52544021606445,5.457181930541992,15.053404569625854,0.005087852478027344,0.24808120727539062,414.8484296798706
0,20000,5000,4.514836072921753,331.5525619983673,0.0048999786376953125,45.353700160980225,5.577657699584961,29.554185152053833,0.05010342597961426,0.248030424118042,416.859338760376
1,20000,5000,4.470647096633911,333.55580401420593,0.005120515823364258,54.70090699195862,5.533771276473999,19.411000728607178,0.18557000160217285,0.24995827674865723,418.1163172721863
0,20000,10000,4.493740081787109,342.04832434654236,0.00544285774230957,46.49649143218994,5.914736032485962,26.948215007781982,0.005156278610229492,0.24455976486206055,426.15962314605713
1,20000,10000,4.776617527008057,337.8749475479126,0.00453639030456543,58.04042196273804,5.926471471786499,32.456000089645386,0.0044400691986083984,0.25215911865234375,439.3387277126312
0,20000,20000,4.758615970611572,532.9711332321167,0.007780551910400391,77.10541200637817,5.855782508850098,18.56006169319153,0.2792177200317383,0.6809756755828857,640.4809792041779
1,20000,20000,4.626893997192383,343.0264935493469,0.005977153778076172,48.334739685058594,10.585274696350098,28.954545497894287,0.0057675838470458984,0.2901606559753418,435.8338041305542
0,20000,50000,4.810412645339966,388.75194811820984,0.005326747894287109,52.46742630004883,26.13896894454956,34.01892828941345,0.007321834564208984,0.29639506340026855,506.5054702758789
1,20000,50000,4.822198152542114,361.11626529693604,0.005307674407958984,51.44003367424011,8.330394506454468,27.914888620376587,0.004869222640991211,0.24855470657348633,453.88600516319275
0,20000,100000,5.52001428604126,385.41092824935913,0.014476776123046875,62.0058388710022,7.345737457275391,37.947824001312256,0.013693094253540039,0.35345935821533203,498.6154794692993
1,20000,100000,5.581372022628784,397.40971064567566,0.006132841110229492,59.63002252578735,7.147510290145874,41.573925733566284,0.004734516143798828,0.2556464672088623,511.61550307273865
0,50000,1000,4.55863618850708,325.4304096698761,0.005194425582885742,51.544135093688965,5.604327917098999,34.46245527267456,1.806823492050171,1.8429086208343506,425.7948236465454
1,50000,1000,4.566503047943115,330.9004440307617,0.005651950836181641,54.38310241699219,5.459802865982056,16.243470668792725,0.005215167999267578,0.3290400505065918,411.89675736427307
0,50000,5000,4.581163644790649,337.442414522171,0.004957914352416992,53.42611217498779,5.883251905441284,18.235156059265137,0.11913776397705078,0.2460768222808838,419.98660945892334
1,50000,5000,4.330364942550659,507.4609408378601,0.005289554595947266,47.47801351547241,5.71558690071106,33.68014073371887,0.005171537399291992,0.24240517616271973,598.9213168621063
0,50000,10000,4.622463226318359,335.64074420928955,0.004486799240112305,45.67519021034241,5.702282905578613,29.291746377944946,0.004948139190673828,0.2501392364501953,421.1951813697815
1,50000,10000,4.321975231170654,345.31055760383606,0.005486965179443359,61.01305389404297,5.569798231124878,16.409592866897583,0.00494837760925293,0.2502145767211914,432.8893373012543
